Title,Price_pesos,Barangay,Municipality,Seller,Number_Bedrooms,Floor_sqm,Land_sqm,Latitude,Longitude
Four House & Lot with commercial stall for sale,15000000,San Ignacio,San Pablo,Melba Panoy,8,,838,121.3477927,14.0568397
51sqm Lipat Agad Aliya Townhouse for sale in Soledad Sanpablo near town proper,,Soledad,San Pablo,Bernadete Dipon,3,40,51,121.3168597,14.0414842
63sqm Elva 2 Storey Duplex House & Lot for sale in Calamba near Canlubang exit,,Majada Labas,Calamba,Bernadete Dipon,3,45,63,121.104962,14.196755
63sqm Single attached unit for sale in Estonia Calamba in Majada Out Calamba,,Majada Labas,Calamba,Bernadete Dipon,3,45,63,121.104962,14.196755
Eco-Friendly Luxury: Prime House and Lot in Nuvali Community | Avida Southdale,9718000,Canlubang,Calamba,Paulo Bibay,3,67,130,121.0533622,14.1857173
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
MONDIA 4 BEDROOM HOUSE NUVALI LAGUNA,45000000,,Calamba,Patrice Trijo,4,450,305,121.2197257,14.1951957
For Sale: 3 Storey with 4 Bedroom House & Lot For Sale in Venare Nuvali,36000000,Canlubang,Calamba,Brian Edward Sepe,4,370,255,121.0533622,14.1857173
"6 bedrooms Resort House for sale in Calamba, Laguna",20000000,Canlubang,Calamba,Gina Baldovino,6,454,238,121.0533622,14.1857173
Avida Parkway Settings Nuvali 5BR House For Sale,13800000,Canlubang,Calamba,Mitor Alipio,5,193,168,121.0533622,14.1857173
Averdeen Estates Nuvali - ERIN | 3 Bedroom House & Lot with Balcony,13817000,Hornalan,Calamba,Paulo Bibay,3,98,162,121.0822104,14.1753161
3 Bedroom Home in Southpoint Village Laguna (Beside Mapua/Malayan College),13000000,Diezmo,Cabuyao,Ma. Monica Festin,3,185,180,121.108456,14.244691
House For Sale Balibago Santa Rosa Laguna Lot119sqm,3640000,Balibago,Santa Rosa,Rene Almadrones,2,78,119,121.10166,14.294425
For Sale: Brand New 3 Storey Semi Furnished House & Lot in Mondia Nuvali,44000000,Hornalan,Calamba,Brian Edward Sepe,4,390,303,121.0822104,14.1753161
3 Bedroom House and Lot for Sale at The Araya Park Residences (Bamboo),3976000,Tagapo,Santa Rosa,Property Pro Philippines,3,55,80,121.0964134,14.3127655
3 Bedroom House and Lot for Sale at The Araya Park Residences (Redwood),4779897,Tagapo,Santa Rosa,Property Pro Philippines,3,70,85,121.0964134,14.3127655
"Single unit for as low as 6,250 Along KM4 ,Barangay makatad Siniloan Laguna",1760008,Macatad,Siniloan,Chaesy Kay Querido,2,48,60,121.486038,14.43385
La Residencia Brand New 4-BR House For Sale Near Nuvali And Sta. Elena Golf Club,16000000,Santo Domingo,Santa Rosa,Mitor Alipio,4,220,150,121.0661417,14.2444071
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,,Santa Rosa,Ms. Emma,4,197,135,121.2806081,14.2984883
House and Lot at Nuvali 182sqm Averdeen Estates 3 bedrooms,14000000,,Calamba,Virgie Navarro,3,98,182,121.2197257,14.1951957
3 Bedroom Averdeen Estate Nuvali,14700000,Mayapa,Calamba,Virgie Navarro,3,98,182,121.124086,14.21156
"3-Bedroom & 2-Toilet & Bath House & Lot @ Brgy. Calendola, San Pedro, Laguna",5806698,Calendola,San Pedro,Vanessa Pacayra,3,75,76,121.0352846,14.3410633
"3-Bedroom | 1-Toilet & Bath | Roofdeck @ San Pedro, Laguna - Near Alabang",8679100,San Antonio,San Pedro,Vanessa Pacayra,3,125,131,121.0433415,14.3669314
"3 Bedrooms, 2 Toilet & Bath w/ Balcony House for Sale in San Pedro, Laguna",12142400,San Antonio,San Pedro,Vanessa Pacayra,3,167,132,121.0433415,14.3669314
FOR SALE: Pre-Selling Fitted Triplex 3BR House & Lot in Laguna,24040000,Pittland,Cabuyao,Joshua Emmanuel Gutierrez,3,222,145,121.0721529,14.2220299
Single Attached RFO San Pedro Laguna,5600000,San Vicente,San Pedro,Virginia Natividad Concha,3,67,84,121.0535937,14.3494688
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
2BR House and Lot in Calauan Laguna Along Highway,1483096,Masiit,Calauan,Angela Enriquez,2,36,40,121.306207,14.1636126
313sqm 5BR Bnew H&L with Golfcouse View in SunValley Antipolo,28000000,Antipolo,Rizal,Bridgette Aloya,5,313,291,121.380557,14.114565
Brand New 4 Bedroom House and Lot in Venare Nuvali Laguna,43000000,Canlubang,Calamba,Nadine Mancilla,4,420,255,121.0533622,14.1857173
Brand New House and Lot La Residencia Sta Rosa Subdivision Laguna,16000000,Santo Domingo,Santa Rosa,Nadine Mancilla,4,220,150,121.0661417,14.2444071
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
House & Lot For Sale in Binan Laguna (Privado Homes)-MC,10186183,San Francisco,Biñan,Ms. Michelle,3,106,108,121.0555577,14.3336384
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
Laguna Bel air main road,12000000,Santo Domingo,Santa Rosa,Shimaski Valente,4,180,168,121.0661417,14.2444071
VERDANA HOMES MAMPLASAN Brand New 3-Storey House FOR SALE!,30000000,Loma,Biñan,Maria Luisa Alversado,4,330,196,121.0692547,14.2915432
"For as low as Php7,361/monthly DP!! (2-Bedrooms and 1T&B) in Biñan City, Laguna",2850000,San Antonio,Biñan,Vanessa Pacayra,2,43,45,121.0895615,14.3355937
"2-Storey Single Detached House With 4 BR For Sale in Santa Rosa city, Laguna",5200000,Don Jose,Santa Rosa,Team Bugatti,4,130,105,121.0735873,14.2615584
Brand New 6BR House for Sale | Solen Residences Sta. Rosa Laguna,37000000,Don Jose,Santa Rosa,Karmela Agsaluna,6,450,300,121.0735873,14.2615584
"2-Storey Single Attached Residential House For Sale in Brgy. Patimbao, Sta. Cruz",9100000,,Santa Cruz,Team Bugatti,3,180,241,121.4071297,14.2693545
"2Storey 3BR House and Lot for Sale in Evergreen County , Biñan Laguna",8000000,Zapote,Biñan,Team Bugatti,3,172,90,121.0831951,14.3147643
"2BR Family Home Near DLSU and Ateneo in Laguna, the Next BGC of the South",22000000,Biñan,Biñan,Apphia Realty,2,138,114,121.0539924,14.2703263
"House and Lot for Sale in San Jose Village Phase 5, Biñan, Laguna, Philippines",5500000,Biñan,Biñan,CHEL AQUINO,2,140,86,121.0539924,14.2703263
"4BR House for Sale at Laguna Bel Air 1, Sta Rosa City, Laguna",8000000,Don Jose,Santa Rosa,Team 86,4,180,110,121.0735873,14.2615584
"Newly-renovated 4-Bedroom House in Collegeville, Los Baños",8500000,Putho Tuntungin,Los Baños,"PhilRealty Global Marketing, Inc",4,150,250,121.2538423,14.150794
AGAPEYA HOMES DUPLEX & NO DOWNPAYMENT  IN CALAMBA LAGUNA HOUSE AND LOT,2850000,Majada Labas,Calamba,WigeleJen Delos Santos,3,50,70,121.104962,14.196755
House For Sale Valenza Nuvali Sta Rosa Laguna,9140000,Pulong Santa Cruz,Santa Rosa,Rene Almadrones,4,177,150,121.0830123,14.2778589
House and lot,34444800,Mampalasan,Biñan,Oscar Franco,4,179,237,121.0810444,14.2923053
"Fully Finished Elegant House & Lot For Sale in Stonecrest Subdivision, Laguna",39000000,Estrella,San Pedro,Brian Edward Sepe,,375,400,121.0434637,14.3368386
Duplex,29429692,Mampalasan,Biñan,Oscar Franco,5,222,61,121.0810444,14.2923053
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
"MODERN DESIGN HOUSE AND LOT FOR SALE IN CALAMBA, LAGUNA!",12336607,Canlubang,Calamba,Kent Wesley Sager,3,98,172,121.0533622,14.1857173
House and lot,41496754,Mampalasan,Biñan,Oscar Franco,4,230,308,121.0810444,14.2923053
Murang Single Attached sa Cabuyao Laguna,3694845,Gulod,Cabuyao,Raymond Aldabe Mamino,3,56,80,121.1623549,14.2562824
FOR SALE: 4BR 3 Storey Contemporary Designed Las Villas De Manila Subdivision,29000000,San Francisco,Biñan,Joshua Emmanuel Gutierrez,4,420,,121.0555577,14.3336384
Affordable fully renovated house,4200000,San Francisco,Biñan,Mary Gelle Maranan,2,42,150,121.0555577,14.3336384
"Fully Furnished 2 Story Modern House & Lot For Sale in San Pedro, Laguna",12499000,San Antonio,San Pedro,EJ Berdea Realty,4,220,160,121.0433415,14.3669314
Beautiful Corner House in Nuvali,12500000,Canlubang,Calamba,Maritoni Trinidad,3,98,162,121.0533622,14.1857173
Beautiful Corner House and Lot in Nuvali,12500000,,Calamba,Maritoni Trinidad,3,98,162,121.2197257,14.1951957
BrentVille,34444800,Mampalasan,Biñan,Joel Trangia,3,179,237,121.0810444,14.2923053
"2 Storey Town House 3BR 2T&B in Calamba, Laguna (Amaia Nuvali)",5600000,Canlubang,Calamba,Jv Yvonne B. Domincel,3,65,60,121.0533622,14.1857173
House and lot,34444800,Mampalasan,Biñan,Oscar Franco,4,,237,121.0810444,14.2923053
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
"3BR House & Lot with Mt Makiling Panoramic View, Morningfields Nuvali",14000000,Canlubang,Calamba,Juliet Joson,3,180,120,121.0533622,14.1857173
Eco Friendly Townhouse near De La Salle Laguna Campus,22000000,San Francisco,Biñan,Maritoni Trinidad,2,138,114,121.0555577,14.3336384
"2 Storey House&Lot for Sale Mabitac, Laguna",50000000,Amuyong,Mabitac,CTY Real Estate,3,199,72091,121.3855362,14.4351577
House & Lot For Sale in Binan Laguna (Tiesa Model)-MC,10186183,San Francisco,Biñan,Ms. Michelle,3,106,108,121.0555577,14.3336384
Treveia Nuvali Brand New House For Sale,,Canlubang,Calamba,Mitor Alipio,4,353,270,121.0533622,14.1857173
House in Venare Nuvali For Sale,36000000,Canlubang,Calamba,Anthony Barranda,5,370,255,121.0533622,14.1857173
Avida Settings Nuvali Brand New House For Sale,15500000,Canlubang,Calamba,Mitor Alipio,4,143,136,121.0533622,14.1857173
RFO 7M house and lot in Laguna Flexible payment terms,7000000,Don Jose,Santa Rosa,Lhia Laurizze Cabardo,3,70,120,121.0735873,14.2615584
Treveia House for sale in Nuvali,40280000,Canlubang,Calamba,Raine Aquino,4,550,350,121.0533622,14.1857173
"2 Bedroom Townhouse at Phirst Sights Bay for Sale in Bay, Laguna (Amani)",1514715,Puypuy,Bay,Property Pro Philippines,2,36,40,121.282239,14.166966
2 Bedroom Townhouse (Calista End) for Sale at Phirst Park San Pablo,3140380,San Ignacio,San Pablo,Property Pro Philippines,2,40,108,121.3477927,14.0568397
3 Bedroom Single-Attached (Unna Regular) for Sale at Phirst Park San Pablo,3415311,San Ignacio,San Pablo,Property Pro Philippines,2,54,99,121.3477927,14.0568397
2 Bedroom Townhouse Unit for Sale at St. Joseph Springfield (Yasmin End),2086901,Laguerta,Calamba,Property Pro Philippines,2,42,54,121.0965228,14.1752954
2 Bedroom Townhouse Unit for Sale at St. Joseph Springfield (Yasmin Inner),1683650,Laguerta,Calamba,Property Pro Philippines,2,42,36,121.0965228,14.1752954
1 BR Townhouse for Sale at St. Joseph Homes Calamba Phase 2 (Marya End),1778224,Laguerta,Calamba,Property Pro Philippines,1,32,75,121.0965228,14.1752954
1 BR Townhouse Unit for Sale at St. Joseph Homes Calamba Phase 2 (Marya Regular),1367918,Laguerta,Calamba,Property Pro Philippines,1,32,36,121.0965228,14.1752954
Well Maintained House and Lot near Southwoods,27000000,San Francisco,Biñan,Maritoni Trinidad,4,420,300,121.0555577,14.3336384
"3 Storey Resort for sale in Calamba, Laguna",20000000,,Calamba,Alan Baldovino,6,454,238,121.2197257,14.1951957
BRAND-NEW HOUSE & LOT DUPLEX UNIT@ BRENTVILLE PROMINENCE RESIDENCE,28628452,Mampalasan,Biñan,Chito Chavez,4,,212,121.0810444,14.2923053
"House and Lot for Sale in La Marea by Crown Asia, San Pedro, Laguna",25000000,San Antonio,San Pedro,Robert Jayson Casanova,5,206,166,121.0433415,14.3669314
luxury living here in Brenville International Community,41496754,Bungahan,Biñan,Jonrey Dorliac,4,231,308,121.0836934,14.3034727
"6M Pwede Na Lipatan, House Sale In Crestview Homes Lower Antipolo",6000000,Antipolo,Rizal,Layca Brazil,3,110,60,121.380557,14.114565
3BR House & Lot For Sale in Nuvali,31000000,Hornalan,Calamba,Ma. Nerissa T. Barlis,3,172,349,121.0822104,14.1753161
Treveia Nuvali house for sale 4 bedroom Brand new NUVALI house for Sale,35000000,Canlubang,Calamba,Iris Mae Meana,4,380,290,121.0533622,14.1857173
For Sale Treveia Nuvali house for sale 4 bedoom Brand new NUVALI house for Sale,35000000,Canlubang,Calamba,The Lead Realty,4,380,290,121.0533622,14.1857173
House for sale Treveia Nuvali 4 bedroom Brand new NUVALI house for Sale,35000000,Canlubang,Calamba,Michael Kingsu,4,380,290,121.0533622,14.1857173
FOR SALE BRANDNEW HOUSE & LOT DUPLEX UNIT @ BRENTVILLE RESIDENCE,28628462,Mampalasan,Biñan,Chito Chavez,4,,212,121.0810444,14.2923053
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
Amaia Nuvali Town House 3 bedrooms near turnover,5600000,Canlubang,Calamba,Michelle Roman,3,60,,121.0533622,14.1857173
"Brand New Smart Home for Sale in Solen Residences, Sta. Rosa, Laguna",21620000,Don Jose,Santa Rosa,27C Realty,4,191,166,121.0735873,14.2615584
"Brand New Smart Home for Sale in Pramana Residential Park, Sta. Rosa, Laguna",19460000,Don Jose,Santa Rosa,27C Realty,4,194,161,121.0735873,14.2615584
"For Sale: 4BR House and Lot in Las Villas de Manila Subdivision, Laguna",29000000,San Francisco,Biñan,Austin Miles Laluna,4,420,300,121.0555577,14.3336384
House and lot,37852746,Mampalasan,Biñan,Oscar Franco,4,185,293,121.0810444,14.2923053
House and lot,38932697,Mampalasan,Biñan,Oscar Franco,4,222,240,121.0810444,14.2923053
Brentville International community,37537774,Mampalasan,Biñan,Jonrey Dorliac,4,185,286,121.0810444,14.2923053
FOR SALE 3-BEDROOM VILLAS AT SEVINA PARK NEAR DE LA SALLE CAMPUS LAGUNA,29352839,Biñan,Biñan,Florizel Santos,3,162,117,121.0539924,14.2703263
For sale house and lot at San Lorenzo South Sta Rosa Laguna,2000000,Malitlit,Santa Rosa,Adelisa Lontoc,3,83,88,121.099378,14.2656453
"3 Bedrooms, 2Toilets, 1 Carport Townhouse Brand New Unit",5600000,Sucol,Calamba,April Kempis,3,50,60,121.197684,14.177965
House & Lot For Sale in Sta. Rosa Laguna -MC,11880000,Canlubang,Calamba,Ms. Michelle,4,197,135,121.0533622,14.1857173
House & Lot For Sale in Sta. Rosa Laguna-MC,12500000,Don Jose,Santa Rosa,Ms. Michelle,4,200,150,121.0735873,14.2615584
House & Lot For Sale in Binan Laguna (Privado Homes)-MC,10186183,San Francisco,Biñan,Ms. Michelle,3,106,108,121.0555577,14.3336384
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
"3 Storey Resort for sale in Calamba, Laguna",20000000,Canlubang,Calamba,Gina Baldovino,4,454,238,121.0533622,14.1857173
"Large 5,000 sqm lot with a 2-story4-bedroom/3-bath house and a swimming pool",13950000,,San Pablo,Art Balmaceda,4,220,,121.3245745,14.5403253
Villa Segovia Estates Santa Rosa Laguna Brandnew House and Lot 12.5M -AJCS,12500000,Don Jose,Santa Rosa,Ms. Alyssa,4,200,150,121.0735873,14.2615584
Villa Segovia Estates Santa Rosa Laguna Preselling House and Lot 17.5M -AJCS,17500000,Don Jose,Santa Rosa,Ms. Alyssa,4,325,275,121.0735873,14.2615584
Binan Laguna Preselling House and Lot with 2 Bedroom -AJCS,5034000,San Francisco,Biñan,Ms. Alyssa,2,56,50,121.0555577,14.3336384
"225 sqm lot with Single Story Office Building in Mayapa, Calamba",5500000,Mayapa,Calamba,Raphael Esguerra,2,180,225,121.124086,14.21156
5BR Single Attached House for sale Along Macos Highway Antipolo,16800000,Antipolo,Rizal,Layca Brazil,5,221,202,121.380557,14.114565
3 BR Townhouse Unit for Sale at Privado Homes in Laguna (Nangka),5034635,San Francisco,Biñan,Property Pro Philippines,2,56,50,121.0555577,14.3336384
3 BR Townhouse Unit for Sale at Privado Homes in Laguna (Anonas),10347661,San Francisco,Biñan,Property Pro Philippines,3,105,113,121.0555577,14.3336384
3 BR Townhouse Unit for Sale at Privado Homes in Laguna (Tiesa),10186183,San Francisco,Biñan,Property Pro Philippines,3,106,108,121.0555577,14.3336384
3 BR Townhouse Unit for Sale at Privado Homes in Laguna (Zapote),8350632,San Francisco,Biñan,Property Pro Philippines,3,87,88,121.0555577,14.3336384
3 BR Townhouse Unit for Sale at Privado Homes in Laguna (Rimas),7392029,San Francisco,Biñan,Property Pro Philippines,3,84,67,121.0555577,14.3336384
HOUSE & LOT FOR SALE AT SOUTHDALE SETTINGS NUVALI,9600000,Laguerta,Calamba,Maria Lourdes Santos,3,52,125,121.0965228,14.1752954
"2-Bedroom House and Lot for Sale in Calamba, Laguna at Gran Avila | Solo",2201620,Majada Labas,Calamba,Suntrust Properties Inc,2,36,80,121.104962,14.196755
"2BR Bungalow House and Lot for Sale in Calamba, Laguna at San Francisco Heights | Fra...",3101560,Palo-Alto,Calamba,Suntrust Properties Inc,2,46,110,121.110018,14.188338
"2BR Bungalow House and Lot for Sale in Calamba, Laguna at San Francisco Heights | Far...",2817480,Palo-Alto,Calamba,Suntrust Properties Inc,2,36,110,121.110018,14.188338
Phirst Sights Alora Model Rowhouse with Loft,,,Calauan,Josephine Arcilla Dayag,1,30,41,121.3071621,14.1960763
"For Assume Sale: 3BR House at Montana Heights, Calamba, Laguna",2500000,Bucal,Calamba,Andrew Selah Dela Rosa,3,150,88,121.169321,14.187465
Preselling  /RFO House and lot Complete turnover  for sale,1700000,Landayan,San Pedro,Agnes Raby Cabacang,2,68,50,121.64826,14.356105
4 Bedroom House for Sale in Pramana Residentail Park in Santa Rosa Laguna,23850000,Don Jose,Santa Rosa,Ma. Monica Festin,4,300,221,121.0735873,14.2615584
FOR SALE BRANDNEW HOUSE & LOT DUPLEX UNIT @ BRENTVILLE RESIDENCE,28628524,Mampalasan,Biñan,Chito Chavez,4,212,,121.0810444,14.2923053
"2BR 2-Storey House and Lot for Sale in Calamba, Laguna at San Francisco Place | Stell...",3729080,Majada Labas,Calamba,Suntrust Properties Inc,2,60,110,121.1104216949,14.1974473851
FOR SALE BRANDNEW HOUSE & LOT DUPLEX UNIT @ BRENTVILLE RESIDENCE,28628452,Mampalasan,Biñan,Chito Chavez,4,212,,121.0810444,14.2923053
RFO House and Lot in Laguna 120 sqm FOR SALE,6500000,Don Jose,Santa Rosa,Lhia Laurizze Cabardo,2,72,120,121.0735873,14.2615584
"House and Lot For Sale in Nuvali Calamba, Laguna in Avida Cerise Village",5000000,Canlubang,Calamba,Rommel Roa,2,70,110,121.0533622,14.1857173
2 BR House and Lot Unit for Sale at San Francisco Heights (Scarlett) - Laguna,5055120,Palo-Alto,Calamba,Property Pro Philippines,3,72,110,121.113605,14.191945
2 BR House and Lot Unit for Sale at San Francisco Heights (Sabrina) - Laguna,4712920,Palo-Alto,Calamba,Property Pro Philippines,2,60,110,121.113605,14.191945
2 BR House and Lot Unit for Sale at San Francisco Heights (Francine) - Laguna,3101560,Palo-Alto,Calamba,Property Pro Philippines,2,46,110,121.113605,14.191945
2 BR House and Lot Unit for Sale at San Francisco Heights (Serena) - Laguna,5019720,Palo-Alto,Calamba,Property Pro Philippines,4,83,110,121.113605,14.191945
2 BR House and Lot Unit for Sale at San Francisco Heights (Farrah) - Laguna,2817480,Palo-Alto,Calamba,Property Pro Philippines,2,36,110,121.113605,14.191945
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
RPO3Bedroom Single Attached House & Lot San Pedro near SM,5429751,San Vicente,San Pedro,Airene Grace Diolata,3,80,67,121.55906,14.351765
3 Bedroom townhouse Near Robinsons mall,5540008,Antipolo,Rizal,Chaesy Kay Querido,3,88,60,121.380557,14.114565
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
FOR SALE: 4BR House and Lot in Ayala Ridgeview Estates Nuvali,27000000,Canlubang,Calamba,Meet Your Property by Eunice Estrada,4,288,221,121.0533622,14.1857173
House & Lot For Sale in Sta. Rosa Laguna-MC,12500000,Don Jose,Santa Rosa,Ms. Michelle,4,200,150,121.0735873,14.2615584
"FOR SALE: 3BR Townhouse in Brentville Village, Binan Laguna",15000000,Mampalasan,Biñan,Meet Your Property by Eunice Estrada,3,160,165,121.0810444,14.2923053
For Sale: BRAND NEW VENARE NUVALI HOUSE & LOT,36000000,Canlubang,Calamba,Angela Gundelina Tan,4,370,255,121.0533622,14.1857173
For Sale: Mondia Nuvali Brand New House & Lot,44000000,Hornalan,Calamba,Angela Gundelina Tan,4,390,303,121.0822104,14.1753161
